Corporate;Plant;Building;User Dept;User WoC;Eng WoC;System;Name;Field's Name;Soon to be deleted column;Machine ID;Assets ID
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1001;AC Serah Terima Baku A /2SD;NF1-A1-PRA-AHL-ACD1001;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1002;AC Mixing Lindor 1 /2SW;NF1-A1-PRA-AHL-ACD1002;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1003;AC Mixing Lindor 2 /2SW;NF1-A1-PRA-AHL-ACD1003;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1004;AC Filling 5 line /2SW1SD;NF1-A1-PRA-AHL-ACD1004;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1005;AC Filling 9 line /2SD;NF1-A1-PRA-AHL-ACD1005;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1006;AC Filling Toyo /1SD;NF1-A1-PRA-AHL-ACD1006;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1007;AC Penyelia Packing;NF1-A1-PRA-AHL-ACD1007;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1008;AC Penyelia MixFill;NF1-A1-PRA-AHL-ACD1008;
Nutrifood;Ciawi;A1;ALL;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1009;AC Tamu WRP;NF1-A1-ALL-AHL-ACD1009;
Nutrifood;Ciawi;A1;ALL;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1010;AC Tamu L-Men / 2SW;NF1-A1-ALL-AHL-ACD1010;
Nutrifood;Ciawi;A1;ALL;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1011;AC Tamu Nutrisari;NF1-A1-ALL-AHL-ACD1011;
Nutrifood;Ciawi;A1;ALL;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1012;AC Lobby;NF1-A1-ALL-AHL-ACD1012;
Nutrifood;Ciawi;A1;ALL;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1013;AC Pantry;NF1-A1-ALL-AHL-ACD1013;
Nutrifood;Ciawi;A1;ALL;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1014;AC Koperasi;NF1-A1-ALL-AHL-ACD1014;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Air handling;Air Cooler;Air Cooler ACL1001;Erba Cooler Packing A;NF1-A1-PRA-AHL-ACL1001;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Air handling;Air Cooler;Air Cooler ACL1002;Erba Cooler Packing B;NF1-A1-PRA-AHL-ACL1002;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Air Handling;Air Shower;Air Shower ASW1001;Air Shower - 1 (Orang);NF1-A1-PRA-AHL-ASW1001;U302008EB003
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Air Handling;Air Shower;Air Shower ASW1002;Air Shower - 2 (Persiapan);NF1-A1-PRA-AHL-ASW1002;U302008EB002
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Material handling;Bin Tipper;Bin Tipper BTP1001;Bin Tipper;NF1-A1-PRA-MHL-BTP1001;U302008EB001
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Carton sealer;Carton sealer CSL1001;Bestpack 01 (36);NF1-A1-PRA-PKG-CSL1001;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Carton sealer;Carton sealer CSL1002;Bestpack 11 (37);NF1-A1-PRA-PKG-CSL1002;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Carton sealer;Carton sealer CSL1003;Bestpack 10 (38);NF1-A1-PRA-PKG-CSL1003;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Carton sealer;Carton sealer CSL1004;Bestpack 02 (39);NF1-A1-PRA-PKG-CSL1004;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Carton sealer;Carton sealer CSL1005;Bestpack 05 (40);NF1-A1-PRA-PKG-CSL1005;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Carton sealer;Carton sealer CSL1006;Bestpack 13 (41);NF1-A1-PRA-PKG-CSL1006;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Carton sealer;Carton sealer CSL1007;Bestpack 12 (42);NF1-A1-PRA-PKG-CSL1007;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Carton sealer;Carton sealer CSL1027;;NF1-A1-PRA-PKG-CSL1027;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Cartoning;Cartoning CRT1001;Cartoning - AF (36);NF1-A1-PRA-PKG-CRT1001;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Cartoning;Cartoning CRT1002;Cartoning - AI (37);NF1-A1-PRA-PKG-CRT1002;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Cartoning;Cartoning CRT1003;Cartoning - AK (38);NF1-A1-PRA-PKG-CRT1003;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Cartoning;Cartoning CRT1004;Cartoning - AM (39);NF1-A1-PRA-PKG-CRT1004;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Cartoning;Cartoning CRT1005;Cartoning - AN (40);NF1-A1-PRA-PKG-CRT1005;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Cartoning;Cartoning CRT1006;Cartoning - AB (41);NF1-A1-PRA-PKG-CRT1006;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Cartoning;Cartoning CRT1007;Cartoning - AE (42);NF1-A1-PRA-PKG-CRT1007;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Continuous Sealer;Continuous Sealer TSL1001;;NF1-A1-PRA-PKG-TSL1001;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Continuous Sealer;Continuous Sealer TSL1002;;NF1-A1-PRA-PKG-TSL1002;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Continuous Sealer;Continuous Sealer TSL1003;;NF1-A1-PRA-PKG-TSL1003;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Continuous Sealer;Continuous Sealer TSL1004;;NF1-A1-PRA-PKG-TSL1004;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Continuous Sealer;Continuous Sealer TSL1005;;NF1-A1-PRA-PKG-TSL1005;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Continuous Sealer;Continuous Sealer TSL1006;;NF1-A1-PRA-PKG-TSL1006;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Continuous Sealer;Continuous Sealer TSL1007;;NF1-A1-PRA-PKG-TSL1007;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Air handling;Dust Collector;Dust Collector DCL1001;Dust Collector Lindor;NF1-A1-PRA-AHL-DCL1001;U302009AB030, U302009AB027
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Filling;Filling 10 Line;Filling 10 Line FXL1001;Toyo - AB (33);NF1-A1-PRA-FLG-FXL1001;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Filling;Filling 10 Line;Filling 10 Line FXL1002;Toyo - AA (34);NF1-A1-PRA-FLG-FXL1002;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Filling;Filling 5 Line;Filling 5 Line F5L1001;5 line - AB (26);NF1-A1-PRA-FLG-F5L1001;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Filling;Filling 5 Line;Filling 5 Line F5L1002;5 line - AA (27);NF1-A1-PRA-FLG-F5L1002;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Filling;Filling 9 Line;Filling 9 Line F9L1001;9 line - AB (28);NF1-A1-PRA-FLG-F9L1001;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Filling;Filling 9 Line;Filling 9 Line F9L1002;9 line - AC (29);NF1-A1-PRA-FLG-F9L1002;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Filling;Filling 9 Line;Filling 9 Line F9L1003;9 line - AD (30);NF1-A1-PRA-FLG-F9L1003;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Filling;Filling 9 Line;Filling 9 Line F9L1004;9 line - AJ (31);NF1-A1-PRA-FLG-F9L1004;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Filling;Filling 9 Line;Filling 9 Line F9L1005;9 line - AK (32);NF1-A1-PRA-FLG-F9L1005;
Nutrifood;Ciawi;A1;PEA;Utility;Utility;Fire Extingusher Plant;Fire Detector;Fire Detector FDT1001;Smoke/Heat Detector Gedung A;NF1-A1-PEA-FEP-FDT1001;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Material handling;Forklift;Forklift FKL1001;Forklift A1 (3T);NF1-A1-PRA-MHL-FKL1001;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Material handling;Handpallet;Handpallet HPL1001;Handpallet A1  ;NF1-A1-PRA-MHL-HPL1001;F303008BB006
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Material handling;Handpallet;Handpallet HPL1002;Handpallet A2  ;NF1-A1-PRA-MHL-HPL1002;T303008BB004
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Material handling;Handpallet;Handpallet HPL1003;Handpallet A3  ;NF1-A1-PRA-MHL-HPL1003;F303008BB005
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Material handling;Handpallet;Handpallet HPL1004;Handpallet A4  ;NF1-A1-PRA-MHL-HPL1004;F303015IB022
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Material handling;Handpallet;Handpallet HPL1005;Handpallet A5  ;NF1-A1-PRA-MHL-HPL1005;F303009LB011
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Material handling;Handpallet;Handpallet HPL1006;Handpallet A6  ;NF1-A1-PRA-MHL-HPL1006;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Material handling;Handpallet;Handpallet HPL1007;Handpallet A7;NF1-A1-PRA-MHL-HPL1007;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Material handling;Handpallet;Handpallet HPL1008;Handpallet A8 (SS);NF1-A1-PRA-MHL-HPL1008;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Material handling;Handpallet;Handpallet HPL1009;Handpallet A9 (SS);NF1-A1-PRA-MHL-HPL1009;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Material handling;Handpallet;Handpallet HPL1010;Handpallet A10 (SS);NF1-A1-PRA-MHL-HPL1010;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Material handling;Handpallet;Handpallet HPL1011;Handpallet A11 (SS);NF1-A1-PRA-MHL-HPL1011;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Material handling;Handpallet;Handpallet HPL1012;Handpallet A12 (SS);NF1-A1-PRA-MHL-HPL1012;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Material handling;Handpallet;Handpallet HPL1013;Handpallet A13 (SS);NF1-A1-PRA-MHL-HPL1013;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Air handling;Heater;Heater HTR1001;Heater Pengering Bin;NF1-A1-PRA-AHL-HTR1001;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Konveyor;Konveyor KVY1001;Pelipat 5 line-AB(26);NF1-A1-PRA-PKG-KVY1001;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Konveyor;Konveyor KVY1002;Conveyor Ridar (27);NF1-A1-PRA-PKG-KVY1002;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Konveyor;Konveyor KVY1003;Conveyor Ridar (28);NF1-A1-PRA-PKG-KVY1003;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Konveyor;Konveyor KVY1004;Conveyor Ridar (29);NF1-A1-PRA-PKG-KVY1004;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Konveyor;Konveyor KVY1005;Conveyor Ridar (30);NF1-A1-PRA-PKG-KVY1005;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Konveyor;Konveyor KVY1006;Conveyor Ridar (31);NF1-A1-PRA-PKG-KVY1006;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Konveyor;Konveyor KVY1007;Conveyor (32);NF1-A1-PRA-PKG-KVY1007;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Konveyor;Konveyor KVY1008;Conveyor (33);NF1-A1-PRA-PKG-KVY1008;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Konveyor;Konveyor KVY1009;Conveyor (34);NF1-A1-PRA-PKG-KVY1009;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Konveyor;Konveyor KVY1010;Conveyor (35);NF1-A1-PRA-PKG-KVY1010;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Processing;Mixer;Mixer MXR1001;Mixer Lindor 1 AA ;NF1-A1-PRA-PRC-MXR1001;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Processing;Mixer;Mixer MXR1002;Mixer Lindor 2 AB;NF1-A1-PRA-PRC-MXR1002;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Material handling;Pallet Mover;Pallet Mover PMV1001;Pallet mover A1;NF1-A1-PRA-MHL-PMV1001;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Material handling;Pallet Stacker;Pallet Stacker PST1001;Pallet Stacker A1 (Persiapan);NF1-A1-PRA-MHL-PST1001;U303008HB003
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Material handling;Pallet Stacker;Pallet Stacker PST1002;Pallet Stacker Mixing 1;NF1-A1-PRA-MHL-PST1002;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Material handling;Pallet Stacker;Pallet Stacker PST1003;Pallet Stacker Mixing 2;NF1-A1-PRA-MHL-PST1003;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Water distribution;Pompa;Pompa PMP1072;Jet Pump Gedung A;NF1-A1-PRA-WTR-PMP1072;
Nutrifood;Ciawi;A1;YAA;Office;Utility;Electricity;Portal;Portal POR1001;Portal Plant Tanah Lama;NF1-A1-YAA-ELC-POR1001;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Printer;Printer PRT1001;Hitachi 16 (36);NF1-A1-PRA-PKG-PRT1001;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Printer;Printer PRT1002;Marsch 09 (36);NF1-A1-PRA-PKG-PRT1002;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Printer;Printer PRT1003;Hitachi 12 (37);NF1-A1-PRA-PKG-PRT1003;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Printer;Printer PRT1004;Marsch 12 (37);NF1-A1-PRA-PKG-PRT1004;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Printer;Printer PRT1005;Hitachi 13 (38);NF1-A1-PRA-PKG-PRT1005;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Printer;Printer PRT1006;Ichida 03 (38);NF1-A1-PRA-PKG-PRT1006;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Printer;Printer PRT1007;Marsch 10 (38);NF1-A1-PRA-PKG-PRT1007;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Printer;Printer PRT1008;Hitachi 17 (39);NF1-A1-PRA-PKG-PRT1008;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Printer;Printer PRT1009;Hitachi 18 (39);NF1-A1-PRA-PKG-PRT1009;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Printer;Printer PRT1010;Marsch 04 (39);NF1-A1-PRA-PKG-PRT1010;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Printer;Printer PRT1011;Hitachi 15 (40);NF1-A1-PRA-PKG-PRT1011;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Printer;Printer PRT1012;Marsch 07 (40);NF1-A1-PRA-PKG-PRT1012;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Printer;Printer PRT1013;Hitachi 14 (41);NF1-A1-PRA-PKG-PRT1013;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Printer;Printer PRT1015;Marsch 113 (41);NF1-A1-PRA-PKG-PRT1015;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Printer;Printer PRT1016;Hitachi 07 (42);NF1-A1-PRA-PKG-PRT1016;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Printer;Printer PRT1017;Marsch 08 (42);NF1-A1-PRA-PKG-PRT1017;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Printer;Printer PRT1029;Printer Hitachi 04;NF1-A1-PRA-PKG-PRT1029;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Printer;Printer PRT1030;Printer Hitachi 11;NF1-A1-PRA-PKG-PRT1029;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Material handling;Rapid Door;Rapid Door RPD1001;Rapid Roll Lindor-1-1;NF1-A1-PRA-MHL-RPD1001;F301009HB014
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Material handling;Rapid Door;Rapid Door RPD1002;Rapid Roll Lindor-1-2;NF1-A1-PRA-MHL-RPD1002;F301009HB015
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Material handling;Rapid Door;Rapid Door RPD1003;Rapid Roll Lindor-2;NF1-A1-PRA-MHL-RPD1003;F301009HB013
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Material handling;Rapid Door;Rapid Door RPD1004;Rapid Roll Antara-1;NF1-A1-PRA-MHL-RPD1004;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Material handling;Rapid Door;Rapid Door RPD1005;Rapid Roll Antara-2;NF1-A1-PRA-MHL-RPD1005;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Shrink Tunnel;Shrink Tunnel STL1001;Shrink tunnel (43);NF1-A1-PRA-PKG-STL1001;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Electricity;Stabilizer;Stabilizer STB1001;Stabilizer - 1 (A);NF1-A1-PRA-ELC-STB1001;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Material handling;Table Lifter;Table Lifter TBL1006;Table lifter Toyo;NF1-A1-PRA-MHL-TBL1006;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Timbangan;Timbangan TMB1001;Garvens 02 (36);NF1-A1-PRA-PKG-TMB1001;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Timbangan;Timbangan TMB1002;Digi 09 (36);NF1-A1-PRA-PKG-TMB1002;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Timbangan;Timbangan TMB1003;Digi 15 (37);NF1-A1-PRA-PKG-TMB1003;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Timbangan;Timbangan TMB1004;Digi 12 (38);NF1-A1-PRA-PKG-TMB1004;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Timbangan;Timbangan TMB1005;Digi 14 (39);NF1-A1-PRA-PKG-TMB1005;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Timbangan;Timbangan TMB1006;Digi 11 (40);NF1-A1-PRA-PKG-TMB1006;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Timbangan;Timbangan TMB1007;Digi 13 (41);NF1-A1-PRA-PKG-TMB1007;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Timbangan;Timbangan TMB1008;Digi 05 (42);NF1-A1-PRA-PKG-TMB1008;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Timbangan;Timbangan TMB1026;Ichida 02 (41);NF1-A1-PRA-PKG-TMB1026;
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Material handling;Truck;Truck TRK1001;Truck A1 B 9458 NB FE104 100PS;NF1-A1-PRA-MHL-TRK1001;L70020000015 
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Air handling;Vacuum Cleaner;Vacuum Cleaner VCC1001;Vacuum Cleaner A1;NF1-A1-PRA-AHL-VCC1001;F302015AB009
Nutrifood;Ciawi;A1;PRA;Fillpack;Utility;Air handling;Vacuum Cleaner;Vacuum Cleaner VCC1002;Vacuum Cleaner A2;NF1-A1-PRA-AHL-VCC1002;F302015AB010
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Filling;Vacuum tester;Vacuum tester VTS1001;Vacuum Tester 5 line;NF1-A1-PRA-FLG-VTS1001;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Filling;Vacuum Tester;Vacuum Tester VTS1002;Vacuum Tester 9 line;NF1-A1-PRA-FLG-VTS1002;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Filling;Vacuum tester;Vacuum tester VTS1003;Vacuum Tester Toyo;NF1-A1-PRA-FLG-VTS1003;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Wrapping;Wrapping WRP1001;Korin AC (26);NF1-A1-PRA-PKG-WRP1001;
Nutrifood;Ciawi;A1;PRA;Fillpack;Fillpack A;Packing;Wrapping;Wrapping WRP1002;Sunpack 38 B;NF1-A1-PRA-PKG-WRP1002;
Nutrifood;Ciawi;A2;PRA;Fillpack;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1015;AC Feeding 5 line /2SW;NF1-A2-PRA-AHL-ACD1015;
Nutrifood;Ciawi;A2;PRA;Fillpack;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1016;AC Feeding 9 line /1SD;NF1-A2-PRA-AHL-ACD1016;
Nutrifood;Ciawi;A2;PRA;Fillpack;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1017;AC Feeding Lindor 1 /2SW;NF1-A2-PRA-AHL-ACD1017;
Nutrifood;Ciawi;A2;PRA;Fillpack;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1018;AC Feeding Lindor 2 /2SW;NF1-A2-PRA-AHL-ACD1018;
Nutrifood;Ciawi;A2;PRA;Fillpack;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1019;AC Feeding Toyo /2SD;NF1-A2-PRA-AHL-ACD1019;
Nutrifood;Ciawi;A2;PRA;Fillpack;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1020;AC Feeding Toyo /2SW;NF1-A2-PRA-AHL-ACD1020;
Nutrifood;Ciawi;A2;PRA;Fillpack;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1021;AC Koridor Lt2 /3SD;NF1-A2-PRA-AHL-ACD1021;
Nutrifood;Ciawi;A2;PRA;Fillpack;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1022;AC Masema;NF1-A2-PRA-AHL-ACD1022;
Nutrifood;Ciawi;A2;PRA;Fillpack;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1023;AC WIP Lt2 /2SD;NF1-A2-PRA-AHL-ACD1023;
Nutrifood;Ciawi;A2;PCA;QC Bahan Baku;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1024;AC QC WIP;NF1-A2-PCA-AHL-ACD1024;T11410000138
Nutrifood;Ciawi;A2;PRA;Fillpack;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1025;AC Production Manager Dairy;NF1-A2-PRA-AHL-ACD1025;
Nutrifood;Ciawi;A2;YPC;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1026;AC HR Manager;NF1-A2-YPC-AHL-ACD1026;
Nutrifood;Ciawi;A2;ALL;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1027;AC Galery;NF1-A2-ALL-AHL-ACD1027;
Nutrifood;Ciawi;A2;ALL;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1028;AC HOD Plant;NF1-A2-ALL-AHL-ACD1028;
Nutrifood;Ciawi;A2;ALL;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1029;AC Meeting A2;NF1-A2-ALL-AHL-ACD1029;
Nutrifood;Ciawi;A2;YPC;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1030;AC Office HR;NF1-A2-YPC-AHL-ACD1030;
Nutrifood;Ciawi;A2;ALL;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1031;AC Training A2;NF1-A2-ALL-AHL-ACD1031;
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1076;Bin SS 1500 No.34;NF1-A2-PRA-PRC-BIN1076;T40400000043
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1077;Bin SS 1500 No.32A;NF1-A2-PRA-PRC-BIN1077;T40400000005
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1078;Bin SS 1500 No.06;NF1-A2-PRA-PRC-BIN1078;RF404010AB003
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1079;Bin SS 1500 No.8A;NF1-A2-PRA-PRC-BIN1079;RF404010AB002
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1080;Bin SS 1500 No.03;NF1-A2-PRA-PRC-BIN1080;T40400000060
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1081;Bin SS 1500 No.31;NF1-A2-PRA-PRC-BIN1081;T40400000040
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1082;Bin SS 1500 No.16;NF1-A2-PRA-PRC-BIN1082;T40400000011
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1083;Bin SS 1500 No.19;NF1-A2-PRA-PRC-BIN1083;T40400000014
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1084;Bin SS 1500 No.07;NF1-A2-PRA-PRC-BIN1084;RF404010AB004
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1085;Bin SS 1500 No.32;NF1-A2-PRA-PRC-BIN1085;T40400000041
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1086;Bin SS 1500 No.30;NF1-A2-PRA-PRC-BIN1086;T40400000039
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1087;Bin SS 1500 No.33;NF1-A2-PRA-PRC-BIN1087;T40400000042
